,Author,Thread Author,Engagement Type,frequency
27046,kenj861,realDonaldTrump,RETWEET,1
27047,kentzhuo,gatewaypundit,RETWEET,1
27048,kendalls4488,TX_WalkerRanger,RETWEET,1
27049,kempf_kellyj,EmeraldRobinson,RETWEET,1
27050,kemptont,jennycohn1,RETWEET,1
27051,ken20102,CodeMonkeyZ,RETWEET,1
27052,ken20102,GenFlynn,RETWEET,1
27053,ken20102,LLinWood,RETWEET,1
27054,ken20102,RepMattGaetz,RETWEET,1
27055,ken20102,chuckwoolery,RETWEET,1
27056,kenBeck58035976,Atlantiso1,RETWEET,1
27057,ken_kinkel,crt39437,RETWEET,1
27058,kenchow31015650,OANN,RETWEET,1
27059,kendall2heath,ElectionsCan_E,RETWEET,1
27060,kenderhulk,Braveheart_USA,RETWEET,1
27061,kenj861,SaraCarterDC,RETWEET,1
27062,kenderhulk,charliekirk11,RETWEET,1
27063,kendokenu,michaeljohns,RETWEET,1
27064,kendramcallist1,LLinWood,RETWEET,1
27065,kendulin,SidneyPowell1,RETWEET,1
27066,kenflem,RudyGiuliani,RETWEET,1
27067,kenfoster13,LLinWood,RETWEET,1
27068,kenhar777,charliekirk11,RETWEET,1
27069,kenharriman,charliekirk11,RETWEET,1
27070,kenhendon,RudyGiuliani,RETWEET,1
27071,keniaaaa7,realDonaldTrump,RETWEET,1
27072,kenj861,EmeraldRobinson,RETWEET,1
27073,kentwilliam94,michellemalkin,RETWEET,1
27074,kentzhuo,news_ntd,RETWEET,1
27075,keykeyoficial,realDonaldTrump,RETWEET,1
27076,kevin_milliner,charliekirk11,RETWEET,1
27077,kerwood,OANN,RETWEET,1
27078,kerwos,realDonaldTrump,RETWEET,1
27079,kes_321,ericmetaxas,RETWEET,1
27080,ketai0103,realDonaldTrump,RETWEET,1
27081,ketch_rob,KingMakerFT,RETWEET,1
27082,kev4wi,charliekirk11,RETWEET,1
27083,keviebc,CodeMonkeyZ,RETWEET,1
27084,kevin041903,ppv_tahoe,RETWEET,1
27085,kevin36320389,HowleyReporter,RETWEET,1
27086,kevin_hamilton8,DineshDSouza,RETWEET,1
27087,kevin_lofstrand,Atlantiso1,RETWEET,1
27088,kevina1317,TX_WalkerRanger,RETWEET,1
27089,kerryfoust,LLinWood,RETWEET,1
27090,kevinfarr10,jennybethm,RETWEET,1
27091,kevingibbs47,gatewaypundit,RETWEET,1
27092,kevinm13,gatewaypundit,RETWEET,1
27093,rottrider,realDonaldTrump,RETWEET,1
27094,kevinr10219311,paulsperry_,RETWEET,1
27095,kevinrtipple,jacknicas,RETWEET,1
27096,kevinsa00279385,realDonaldTrump,RETWEET,1
27097,kevlaur51,murray_nyc,RETWEET,1
27098,kewtpie1,CelebratingAus,RETWEET,1
27099,kewtpie1,CodeMonkeyZ,RETWEET,1
27100,kewtpie1,RealMattCouch,RETWEET,1
27101,kerving_,Ramnier,RETWEET,1
27102,kerryann207,laurenboebert,RETWEET,1
27103,keny_berd,marklevinshow,RETWEET,1
27104,kerberospanzer,ScottFantasy,RETWEET,1
27105,keny_berd,themarketswork,RETWEET,1
27106,kenyboldconsult,gatewaypundit,RETWEET,1
27107,kenyn17,SoCal4Trump,RETWEET,1
27108,kenzeeskloset,AKA_RealDirty,RETWEET,1
27109,kenziemt1,realDonaldTrump,RETWEET,1
27110,keramirez,36Angeldb,RETWEET,1
27111,keramirez,BlueSky_Report,RETWEET,1
27112,keramirez,danielchaitin7,RETWEET,1
27113,keramirez,dave4Biz,RETWEET,1
27114,keramirez,gatewaypundit,RETWEET,1
27115,keramirez,sandyleevincent,RETWEET,1
27116,rou071,danielchaitin7,RETWEET,1
27117,kerryann207,LLinWood,RETWEET,1
27118,keriRN,jaketapper,RETWEET,1
27119,kerin_wotsirb,LLinWood,RETWEET,1
27120,kermorgant99,realDonaldTrump,RETWEET,1
27121,kerner_gary,eztempo,RETWEET,1
27122,kernolsooner,JordanSchachtel,RETWEET,1
27123,kernolsooner,NetworksManager,RETWEET,1
27124,kernolsooner,lsferguson,RETWEET,1
27125,kerocketX_X,FamilyCourtUSA,RETWEET,1
27126,kerry_harwell,ScottFantasy,RETWEET,1
27127,kerryann207,CodeMonkeyZ,QUOTE,1
27128,kerryann207,EmeraldRobinson,RETWEET,1
27129,kimak,CuriousRabitt,RETWEET,1
27130,kimak,TedRox,RETWEET,1
27131,kemononokuni,realDonaldTrump,RETWEET,1
27132,kjkennedy31,jjauthor,RETWEET,1
27133,kj04181127,ElmerYuen,RETWEET,1
27134,kjaibur,Church_Militant,RETWEET,1
27135,kjaibur,PAHouseGOP,RETWEET,1
27136,rossanaFloresS,realDonaldTrump,RETWEET,1
27137,kjb241990,LLinWood,RETWEET,1
27138,kjcfischer,realDonaldTrump,RETWEET,1
27139,kjfkugkujvj,EmeraldRobinson,RETWEET,1
27140,kjfkugkujvj,themarketswork,RETWEET,1
27141,ross_zimmer,realDonaldTrump,RETWEET,1
27142,kjgillenwater,OANN,RETWEET,1
27143,kjhoops23,jaketapper,RETWEET,1
27144,kjmarsh,revrrlewis,RETWEET,1
27145,kiyoshidayonn,AaronOtsuka,RETWEET,1
27146,kjmom65,tom_trotts,RETWEET,1
27147,kjnelsonnelson,SidneyPowell1,RETWEET,1
27148,kjns1995,RealMattCouch,RETWEET,1
27149,kjon1234561234,CodeMonkeyZ,RETWEET,1
27150,kjon1234561234,ScotLithVAian,RETWEET,1
27151,kjon1234561234,SidneyPowell1,RETWEET,1
27152,kjon1234561234,annvandersteel,RETWEET,1
27153,kjplais,LLinWood,RETWEET,1
27154,kjr_rants,EmeraldRobinson,RETWEET,1
27155,kjusticemotors,DavidJHarrisJr,RETWEET,1
27156,kjusticemotors,EmeraldRobinson,RETWEET,1
27157,kizakichi,RudyGiuliani,RETWEET,1
27158,kiwitrump,LLinWood,RETWEET,1
27159,kkearns,ericgeller,RETWEET,1
27160,kittycatsforme,BMFORAMERICA45,RETWEET,1
27161,kitokunohito,WashTimes,RETWEET,1
27162,kitsap_lady,LLinWood,RETWEET,1
27163,kitsap_lady,LouDobbs,RETWEET,1
27164,kitty55dillon,jaketapper,RETWEET,1
27165,kitty55dillon,nycjayjay,RETWEET,1
27166,kitty78029,OANN,RETWEET,1
27167,kittybaby0808,realDonaldTrump,RETWEET,1
27168,kittyc313,EmeraldRobinson,RETWEET,1
27169,kittyc313,LLinWood,RETWEET,1
27170,kittyc313,gatewaypundit,RETWEET,1
27171,kittyc313,realDonaldTrump,RETWEET,1
27172,kittyfk,CodeMonkeyZ,RETWEET,1
27173,kiwitongkalee,ElmerYuen,RETWEET,1
27174,kittyk93,LLinWood,RETWEET,1
27175,kittyk93,realDonaldTrump,RETWEET,1
27176,kittylt,brunolp30,RETWEET,1
27177,kittysocks2,RepMattGaetz,RETWEET,1
27178,kituNeco4_4_4,realDonaldTrump,RETWEET,1
27179,roswell2001,LLinWood,RETWEET,1
27180,kiuroch,EpochTimes,RETWEET,1
27181,kiuroch,OANN,RETWEET,1
27182,kiv_kotare,HowleyReporter,RETWEET,1
27183,kivnis,WatsonSpeaking,RETWEET,1
27184,rossprowd,nycjayjay,RETWEET,1
27185,kkbirsagent13,RedWingGrips,RETWEET,1
27186,kkelly120_kim,revrrlewis,RETWEET,1
27187,kitkat1155,senatormelendez,RETWEET,1
27188,klingensmith_j,LeadStoriesCom,RETWEET,1
27189,kleptocracynow,AWeissmann_,RETWEET,1
27190,kleptocracynow,oneunderscore__,RETWEET,1
27191,klfpluto,ChanelRion,RETWEET,1
27192,klfpluto,CodeMonkeyZ,RETWEET,1
27193,klgrube,Kalozap,RETWEET,1
27194,klgrube,OANN,RETWEET,1
27195,klgrube,denise_artist,RETWEET,1
27196,ross_kross,realDonaldTrump,RETWEET,1
27197,klia00,jennycohn1,RETWEET,1
27198,klind3,jennycohn1,RETWEET,1
27199,klindy13,OANN,RETWEET,1
27200,klingensmith_j,jennycohn1,RETWEET,1
27201,kleegrubaugh,themarketswork,RETWEET,1
27202,klinski5327,9NEWSNANCY,RETWEET,1
27203,klinski5327,themarketswork,RETWEET,1
27204,klldw,LLinWood,RETWEET,1
27205,klnassie,SchmittNYC,RETWEET,1
27206,klnwo69,Dreuz_1fo,RETWEET,1
27207,kloreilly81,realDonaldTrump,RETWEET,1
27208,klose_terry,WatchChad,QUOTE,1
27209,klove3601,CodeMonkeyZ,RETWEET,1
27210,klove3601,charliekirk11,RETWEET,1
27211,klr_rdr,dochartdc,RETWEET,1
27212,klynn130,LLinWood,RETWEET,1
27213,klehmann63,paulsperry_,RETWEET,1
27214,kleegrubaugh,Gunntwitt,RETWEET,1
27215,kkjhaw,M24Miles,RETWEET,1
27216,klaassenmarja,realDonaldTrump,RETWEET,1
27217,kkjhaw,hrtablaze,RETWEET,1
27218,kkkkicoo,KelemenCari,RETWEET,1
27219,kkklove31,Tomo20309138,RETWEET,1
27220,kkmanvegas,HD283271,RETWEET,1
27221,kkpauly,marklevinshow,RETWEET,1
27222,kkrnorth,GenFlynn,RETWEET,1
27223,kkrnorth,LouDobbs,RETWEET,1
27224,kksheld,CodeMonkeyZ,RETWEET,1
27225,kkyoung50kathy1,mikehermus,RETWEET,1
27226,kla_acosta,LLinWood,RETWEET,1
27227,klaagblondy,ChuckCallesto,RETWEET,1
27228,klanmother13,CodeMonkeyZ,RETWEET,1
27229,kleegrubaugh,ATomalty,RETWEET,1
27230,klanmother13,ScottFantasy,RETWEET,1
27231,klark77,hitta_that,RETWEET,1
27232,klark77,realDonaldTrump,RETWEET,1
27233,klb145,RedWingGrips,RETWEET,1
27234,klb_313,realDonaldTrump,RETWEET,1
27235,klbouche,realDonaldTrump,RETWEET,1
27236,klc271511,realDonaldTrump,RETWEET,1
27237,klc4_trump,EmeraldRobinson,RETWEET,1
27238,klc4_trump,SidneyPowell1,RETWEET,1
27239,kldonaho,ArchKennedy,RETWEET,1
27240,kle81156,chuckwoolery,RETWEET,1
27241,kitkatrinka,HowleyReporter,RETWEET,1
27242,kitgiv,charliekirk11,RETWEET,1
27243,kimak,hrtablaze,RETWEET,1
27244,kimithegirl,StateofusAll,RETWEET,1
27245,kimgiven123,ezralevant,RETWEET,1
27246,kimgoespop,ASimplePatriot,RETWEET,1
27247,kimgoespop,LLinWood,RETWEET,1
27248,kimhonyen1,realDonaldTrump,RETWEET,1
27249,kimikimitacos,CuriousRabitt,RETWEET,1
27250,rothfarms,jj_talking,RETWEET,1
27251,kimikimitacos,LLinWood,RETWEET,1
27252,kimikimitacos,SidneyPowell1,RETWEET,1
27253,kimimarmotte,realDonaldTrump,RETWEET,1
27254,kimithegirl,CodeMonkeyZ,RETWEET,1
27255,kimithegirl,LLinWood,RETWEET,1
27256,kimithegirl,kylenabecker,RETWEET,1
27257,kimdianemo,CodeMonkeyZ,RETWEET,1
27258,kimjustice62,LLinWood,RETWEET,1
27259,kimlbarger,RepMattGaetz,RETWEET,1
27260,kimlecroy2009,LLinWood,RETWEET,1
27261,kimmerylynn,jacknicas,RETWEET,1
27262,kimmiintx,EmeraldRobinson,RETWEET,1
27263,kimmiintx,RealMattCouch,RETWEET,1
27264,kimmiintx,SidneyPowell1,RETWEET,1
27265,kimmique1,LLinWood,RETWEET,1
27266,kimmy_is_real,danielchaitin7,RETWEET,1
27267,rothfarms,LLinWood,RETWEET,1
27268,kimmyperl,revrrlewis,RETWEET,1
27269,kimgillikin,AZGOP,RETWEET,1
27270,kimchi852,realDonaldTrump,RETWEET,1
27271,kims4517,CodeMonkeyZ,RETWEET,1
27272,kimberlybogo,C_3C_3,RETWEET,1
27273,kimbabinecz,jacknicas,RETWEET,1
27274,kimber923,charliekirk11,RETWEET,1
27275,kimberc86,realDonaldTrump,RETWEET,1
27276,kimberdeby,EmeraldRobinson,RETWEET,1
27277,kimberle_cowden,jennybethm,RETWEET,1
27278,kimberleepotter,gatewaypundit,RETWEET,1
27279,kimberleyanva,realDonaldTrump,RETWEET,1
27280,kimberlo99,LLinWood,RETWEET,1
27281,rothstein_gary,LLinWood,RETWEET,1
27282,kimberly_kucera,EmeraldRobinson,RETWEET,1
27283,kimberly_kucera,realDonaldTrump,RETWEET,1
27284,kimberlybogo,NiceDeb,RETWEET,1
27285,kimchi1961,kylegriffin1,RETWEET,1
27286,kimberlybogo,Vzladream,RETWEET,1
27287,kimberlybogo,drwalker_rph,RETWEET,1
27288,kimberlybogo,nataliegwinters,RETWEET,1
27289,rothfarms,theblaze,RETWEET,1
27290,kimberlyboyd,JoeShikhman,RETWEET,1
27291,kimberlyboyd,LLinWood,RETWEET,1
27292,kimberlykeith,jennycohn1,RETWEET,1
27293,kimberlyperks1,RedWingGrips,RETWEET,1
27294,kimbers671,GavinWax,RETWEET,1
27295,kimbers671,JoeShikhman,RETWEET,1
27296,kimbers671,LLinWood,RETWEET,1
27297,kims4517,Chicago1Ray,RETWEET,1
27298,roszellk1,AWeissmann_,RETWEET,1
27299,kitgiv,ChuckCallesto,RETWEET,1
27300,kirkGibson023,CodeMonkeyZ,RETWEET,1
27301,kingstonJohnny2,Sgt_ShaneV,RETWEET,1
27302,kingtech,CodeMonkeyZ,RETWEET,1
27303,kingtynk,OANN,RETWEET,1
27304,kinseyfineart,RudyGiuliani,RETWEET,1
27305,kinseyfineart,realDonaldTrump,RETWEET,1
27306,kinye13,dochartdc,RETWEET,1
27307,kiose_la,michaeljohns,RETWEET,1
27308,kira_lerner,jonathanoosting,RETWEET,1
27309,kiradotjp,realDonaldTrump,RETWEET,1
27310,kirby828,jacknicas,RETWEET,1
27311,kireaton,gatewaypundit,RETWEET,1
27312,kirk_thames,EricMMatheny,RETWEET,1
27313,kingoooking,realDonaldTrump,RETWEET,1
27314,rosyjour,Reine_Margot2,RETWEET,1
27315,kirk_thames,JohnBasham,RETWEET,1
27316,kirk_thames,LLinWood,RETWEET,1
27317,kirk_thames,charliekirk11,RETWEET,1
27318,kirschacay,charliekirk11,RETWEET,1
27319,kirsnown,SMNF_com,RETWEET,1
27320,kirstenawalters,21WIRE,RETWEET,1
27321,kiser_stan,larryelder,RETWEET,1
27322,kishorekunal007,marklevinshow,RETWEET,1
27323,kishoremr22,GenFlynn,RETWEET,1
27324,rosyjour,NetworksManager,RETWEET,1
27325,kingsle33860122,LLinWood,RETWEET,1
27326,kingofthefores7,EmeraldRobinson,RETWEET,1
27327,kims4517,RudyGiuliani,RETWEET,1
27328,kindberg_h,RepMattGaetz,RETWEET,1
27329,kimsposies,CodeMonkeyZ,RETWEET,1
27330,kimsworldiscool,SidneyPowell1,RETWEET,1
27331,kinaco1124,LLinWood,RETWEET,1
27332,kinaco1124,OANN,RETWEET,1
27333,kinah,ChuckCallesto,RETWEET,1
27334,kinah,jennybethm,RETWEET,1
27335,kinah,marklevinshow,RETWEET,1
27336,rosyurdaneta,cocando,RETWEET,1
27337,kindberg_h,KelemenCari,RETWEET,1
27338,kindberg_h,RealWayneRoot,RETWEET,1
27339,rosyjour,brunolp30,RETWEET,1
27340,kindberg_h,SidneyPowell1,RETWEET,1
27341,kingkottakromac,kingkottakromac,RETWEET,1
27342,kindig_kurt,realDonaldTrump,RETWEET,1
27343,kindness_love20,OANN,RETWEET,1
27344,king_bjnellis,NicAtNigh,RETWEET,1
27345,king_sandirella,jennycohn1,RETWEET,1
27346,king_solomon81,RudyGiuliani,RETWEET,1
27347,king_suu,realDonaldTrump,RETWEET,1
27348,kinganor,RudyGiuliani,RETWEET,1
27349,kinganor,real_defender,RETWEET,1
27350,kingbox2014,LLinWood,RETWEET,1
27351,kingcapricornx,RealOmarNavarro,RETWEET,1
27352,kingchar12,iheartmindy,RETWEET,1
27353,kempf_kellyj,Chicago1Ray,RETWEET,1
27354,kemi1809,JamesNavaCom,RETWEET,1
27355,kamellon16,jennybethm,RETWEET,1
27356,katgra2020,NicAtNigh,RETWEET,1
27357,katea4515,LouDobbs,RETWEET,1
27358,katealva,ericmetaxas,RETWEET,1
27359,kategemtweets,LLinWood,RETWEET,1
27360,kategemtweets,realDonaldTrump,RETWEET,1
27361,katell8,kleensamsonite,RETWEET,1
27362,katemike0310,RealMattCouch,RETWEET,1
27363,katemike0310,gatewaypundit,RETWEET,1
27364,katemike0310,jennybethm,RETWEET,1
27365,katesbooksnooks,realDonaldTrump,RETWEET,1
27366,katesnyder77,RepMattGaetz,RETWEET,1
27367,katfromtexas,RealOmarNavarro,RETWEET,1
27368,kathanger,AWeissmann_,RETWEET,1
27369,kate48_whatever,TX_WalkerRanger,RETWEET,1
27370,katharyn7773,CodeMonkeyZ,RETWEET,1
27371,katharyn7773,EmeraldRobinson,RETWEET,1
27372,katharyn7773,JDRucker,RETWEET,1
27373,katharyn7773,danielchaitin7,RETWEET,1
27374,katharyn7773,jordansarmo,RETWEET,1
27375,katherinescheri,gatewaypundit,RETWEET,1
27376,kathib44,realDonaldTrump,RETWEET,1
27377,kathiemc51,DavidJHarrisJr,RETWEET,1
27378,kathismoak,EmeraldRobinson,RETWEET,1
27379,kathiss22,bluestein,RETWEET,1
27380,kathlee73732050,jacknicas,RETWEET,1
27381,kate_hess,jennycohn1,RETWEET,1
27382,kate4340,LLinWood,RETWEET,1
27383,roxibrass,Noelleal,RETWEET,1
27384,kat223,JaneLytv,RETWEET,1
27385,karstenpater,realDonaldTrump,RETWEET,1
27386,karuizawamrflat,naoyafujiwara,RETWEET,1
27387,karupe1212,CodeMonkeyZ,RETWEET,1
27388,karupe1212,EmeraldRobinson,RETWEET,1
27389,karupe1212,correctthemedia,RETWEET,1
27390,karupe1212,realDonaldTrump,RETWEET,1
27391,karyp24468867,GenFlynn,RETWEET,1
27392,kasa07132,naoyafujiwara,RETWEET,1
27393,kassie71315644,EmeraldRobinson,RETWEET,1
27394,kassie71315644,themarketswork,RETWEET,1
27395,kat2020maga,realDonaldTrump,RETWEET,1
27396,kat43040529,ArchKennedy,RETWEET,1
27397,kate4340,HowleyReporter,RETWEET,1
27398,kat43040529,DarnelSugarfoo,RETWEET,1
27399,kat612nick,realDonaldTrump,RETWEET,1
27400,roxibrass,Ramnier,RETWEET,1
27401,kat70722,ChuckCallesto,RETWEET,1
27402,katForTrump2020,realDonaldTrump,RETWEET,1
27403,kat_shuman,JDRucker,RETWEET,1
27404,katarzynaowcz10,realDonaldTrump,RETWEET,1
27405,katasefue,ElectionsCan_E,RETWEET,1
27406,katcando87,TX_WalkerRanger,RETWEET,1
27407,katchina2,charliekirk11,RETWEET,1
27408,kate4340,CodeMonkeyZ,RETWEET,1
27409,kathlee73732050,jaketapper,RETWEET,1
27410,kathleen_ruger,DavidJHarrisJr,RETWEET,1
27411,karriyosick,EvanAKilgore,RETWEET,1
27412,kathybayles,LLinWood,RETWEET,1
27413,kathy_pilloni,realDonaldTrump,RETWEET,1
27414,kathy_platan,KelemenCari,RETWEET,1
27415,kathy_platan,RealMattCouch,RETWEET,1
27416,kathy_platan,catturd2,RETWEET,1
27417,kathy_pretti,LouDobbs,RETWEET,1
27418,kathy_pretti,OANN,RETWEET,1
27419,kathy_pretti,RealOmarNavarro,RETWEET,1
27420,kathy_pretti,RedWingGrips,RETWEET,1
27421,kathy_pretti,SexCounseling,RETWEET,1
27422,kathy_tatom,charliekirk11,RETWEET,1
27423,kathyan76953734,JohnBasham,RETWEET,1
27424,rowena42,Ike_Saul,RETWEET,1
27425,kathy_hoffman,ali,RETWEET,1
27426,kathyboswell22,charliekirk11,RETWEET,1
27427,kathyfisher10,EmeraldRobinson,RETWEET,1
27428,kathyfisher10,LLinWood,RETWEET,1
27429,kathyfrank1,RealOmarNavarro,RETWEET,1
27430,kathyjeanblanch,ElectionsCan_E,RETWEET,1
27431,kathyktk,MaihenH,RETWEET,1
27432,kathynwk,revrrlewis,RETWEET,1
27433,kathytepergalli,9NEWSNANCY,RETWEET,1
27434,kathytepergalli,RepMattGaetz,RETWEET,1
27435,kathytexhubert,TazAngel12,RETWEET,1
27436,kathythinking,realDonaldTrump,RETWEET,1
27437,kathy_hoffman,pnjaban,RETWEET,1
27438,kathy_hoffman,Piper_Fogle,RETWEET,1
27439,kathleen_ruger,HowleyReporter,RETWEET,1
27440,kathrens_r,CodeMonkeyZ,RETWEET,1
27441,kathleen_ruger,RealMattCouch,RETWEET,1
27442,kathleen_ruger,tahDeetz,RETWEET,1
27443,kathleenbieleck,LLinWood,RETWEET,1
27444,kathleenglynnW,CodeMonkeyZ,RETWEET,1
27445,kathleenglynnW,realDonaldTrump,RETWEET,1
27446,kathleenlessma3,rising_serpent,RETWEET,1
27447,kathleenmaclay,jennycohn1,RETWEET,1
27448,kathleenmwade,AWeissmann_,RETWEET,1
27449,kathleenroeberg,jennycohn1,RETWEET,1
27450,roxanne_maynor,CodeMonkeyZ,RETWEET,1
27451,kathmandu4,kelly2277,RETWEET,1
27452,kathrens_r,OANN,RETWEET,1
27453,rowlett28,rising_serpent,RETWEET,1
27454,kathrynknutson,OANN,RETWEET,1
27455,kathrynknutson,Wblscott1,RETWEET,1
27456,katht_richeson,CodeMonkeyZ,RETWEET,1
27457,katht_richeson,EmeraldRobinson,RETWEET,1
27458,kathy19090674,EmeraldRobinson,RETWEET,1
27459,roxannamm,charliekirk11,RETWEET,1
27460,kathy19090674,gatewaypundit,RETWEET,1
27461,kathy2trips,Kalozap,RETWEET,1
27462,kathyAnnMAGA,EmeraldRobinson,RETWEET,1
27463,kathyAnnMAGA,GenFlynn,RETWEET,1
27464,kathy_hoffman,JDRucker,RETWEET,1
27465,karriyosick,KatieDaviscourt,RETWEET,1
27466,karram68,realDonaldTrump,RETWEET,1
27467,kathyw818,realDonaldTrump,RETWEET,1
27468,kapitan_wow,TheRealKeean,RETWEET,1
27469,kanitharin,realDonaldTrump,RETWEET,1
27470,kanonn_51508022,CodeMonkeyZ,RETWEET,1
27471,kanopoo1973,Tomo20309138,RETWEET,1
27472,kansas_sun,EmeraldRobinson,RETWEET,1
27473,kansas_sun,SidneyPowell1,RETWEET,1
27474,kansaspondprez,SidneyPowell1,RETWEET,1
27475,kanyepaschim,KanekoaTheGreat,RETWEET,1
27476,kaoriaf,SidneyPowell1,RETWEET,1
27477,kaorugee,AaronOtsuka,RETWEET,1
27478,kaosindustries,iheartmindy,RETWEET,1
27479,kapavistayi,realDonaldTrump,RETWEET,1
27480,kapuddie,danielchaitin7,RETWEET,1
27481,kangaeruno4,CodeMonkeyZ,RETWEET,1
27482,kara_senior,realDonaldTrump,RETWEET,1
27483,karanone2,realDonaldTrump,RETWEET,1
27484,karatebilly80,BarnettforAZ,RETWEET,1
27485,karatebilly80,EvanAKilgore,RETWEET,1
27486,karaush,realDonaldTrump,RETWEET,1
27487,karbarmar,andrewbostom,RETWEET,1
27488,karbuchowa,danielchaitin7,RETWEET,1
27489,karch21,HeshmatAlavi,RETWEET,1
27490,karch21,charliekirk11,RETWEET,1
27491,karch21,gatewaypundit,RETWEET,1
27492,karch21,kylenabecker,RETWEET,1
27493,kanglema,LLinWood,RETWEET,1
27494,kanesister,realDonaldTrump,RETWEET,1
27495,karcher1272,KlasfeldReports,RETWEET,1
27496,kanda45881690,tiko123,RETWEET,1
27497,kamina1703,charliekirk11,RETWEET,1
27498,kamisaru1,SaraCarterDC,RETWEET,1
27499,kammyann,RedWingGrips,RETWEET,1
27500,kamoynr,TheRealKeean,RETWEET,1
27501,kampfer_anton,realDonaldTrump,RETWEET,1
27502,kamreilly14,lindyli,RETWEET,1
27503,kamunagi8,LLinWood,RETWEET,1
27504,kanZiMi9amo7oPl,aboluowang,RETWEET,1
27505,kan_qiu,LLinWood,RETWEET,1
27506,kanaosc,EmeraldRobinson,RETWEET,1
27507,kanaosc,KanekoaTheGreat,RETWEET,1
27508,kandieg19652000,LLinWood,RETWEET,1
27509,kanesister,SidneyPowell1,RETWEET,1
27510,kandieg19652000,RealVinnieJames,RETWEET,1
27511,kandieg19652000,SidneyPowell1,RETWEET,1
27512,kandilyn101,jennybethm,RETWEET,1
27513,kandmmaterials,OANN,RETWEET,1
27514,kandmmaterials,TX_WalkerRanger,RETWEET,1
27515,kandres710,JedediahBila,RETWEET,1
27516,kandres710,SexCounseling,RETWEET,1
27517,kandrukat2,EmeraldRobinson,RETWEET,1
27518,kandrukat2,gatewaypundit,RETWEET,1
27519,kaneclan,Chicago1Ray,RETWEET,1
27520,kanesister,GenFlynn,RETWEET,1
27521,karch21,themarketswork,RETWEET,1
27522,karen022147,LLinWood,RETWEET,1
27523,karotinrakutin,naoyafujiwara,RETWEET,1
27524,karma2u1,realDonaldTrump,RETWEET,1
27525,karenwa65203937,gatewaypundit,RETWEET,1
27526,karenwh83245616,LLinWood,RETWEET,1
27527,karin74673057,CodeMonkeyZ,RETWEET,1
27528,karin74673057,gatewaypundit,RETWEET,1
27529,karisutin,CarrollQuigley1,RETWEET,1
27530,karisutin,DawnRep,RETWEET,1
27531,karkaman19,rosapantin1301,RETWEET,1
27532,roxnola1,CodeMonkeyZ,RETWEET,1
27533,karl_wightman,EmeraldRobinson,RETWEET,1
27534,roxiemoxiegirl,gatewaypundit,RETWEET,1
27535,karlossg4,EpochTimes,RETWEET,1
27536,karma41047,EmeraldRobinson,RETWEET,1
27537,karenstrite,charliekirk11,RETWEET,1
27538,karma_surf,CodeMonkeyZ,RETWEET,1
27539,karmadcha,ChuckCallesto,RETWEET,1
27540,karmagitya,HowleyReporter,RETWEET,1
27541,karmagitya,LLinWood,RETWEET,1
27542,karmamichele,EmeraldRobinson,RETWEET,1
27543,karmanic84,marklevinshow,RETWEET,1
27544,karoagono,jaketapper,RETWEET,1
27545,karobesque,karobesque,RETWEET,1
27546,karosaru,realDonaldTrump,RETWEET,1
27547,karotinrakutin,CodeMonkeyZ,RETWEET,1
27548,karotinrakutin,kawasoe0916,RETWEET,1
27549,karenwa65203937,PAHouseGOP,RETWEET,1
27550,karensarrameda1,realDonaldTrump,RETWEET,1
27551,karen87555161,charliekirk11,RETWEET,1
27552,kareninsb,ChuckCallesto,RETWEET,1
27553,karen97682600,SidneyPowell1,RETWEET,1
27554,karen_c34,realDonaldTrump,RETWEET,1
27555,karen_kerbear,gatewaypundit,RETWEET,1
27556,karen_linz,LouDobbs,RETWEET,1
27557,karen_okie,realDonaldTrump,RETWEET,1
27558,roy52_richie,RudyGiuliani,RETWEET,1
27559,karenann915,SexCounseling,RETWEET,1
27560,karenann915,christianllamar,RETWEET,1
27561,karenba49520009,SFamiano,RETWEET,1
27562,karenba49520009,iheartmindy,RETWEET,1
27563,karenfrederick,rising_serpent,RETWEET,1
27564,kareninsb,LLinWood,RETWEET,1
27565,karenroyle6,SchmittNYC,RETWEET,1
27566,kareninsb,TheRealKeean,RETWEET,1
27567,karenkreations2,charliekirk11,RETWEET,1
27568,karenmheath,EmeraldRobinson,RETWEET,1
27569,karenmheath,LIB3RTYforALL,RETWEET,1
27570,karenmheath,Rothbard1776,RETWEET,1
27571,karenmiller777,BreitbartNews,RETWEET,1
27572,karenmiller777,OANN,RETWEET,1
27573,roxybonjovifan1,RepMattGaetz,RETWEET,1
27574,karenmiller777,realDonaldTrump,RETWEET,1
27575,roxybonjovifan1,LouDobbs,RETWEET,1
27576,karenmwolfinger,gatewaypundit,RETWEET,1
27577,rowdyone58,charliekirk11,RETWEET,1
27578,katiadoyl,danielchaitin7,RETWEET,1
27579,kemal40633800,Hamletgarcia17,RETWEET,1
27580,kefish,jennycohn1,RETWEET,1
27581,keenfamily,EmeraldRobinson,RETWEET,1
27582,keenfamily,g_occhionero,RETWEET,1
27583,keenmum,charliekirk11,RETWEET,1
27584,keepEvolving90,jacknicas,RETWEET,1
27585,keeperofsocks,DianeMariePosts,RETWEET,1
27586,roundball33,LouDobbs,RETWEET,1
27587,keepthefaithYES,ChanelRion,RETWEET,1
27588,keepthefaithYES,LLinWood,RETWEET,1
27589,keepthefaithYES,StateofusAll,RETWEET,1
